Transaction_ID,Timestamp,Store,Cashier_ID,Transaction_Type,Payment_Method,Amount_USD
TXN-16399,25/05/2026 8:56,Store 3,101,Completed,Mobile App,29.89
TXN-16400,18/05/2026 7:53,Store 1,102,Completed,Credit Card,22.19
TXN-16401,24/05/2026 10:21,Store 3,108,Completed,Cash,13.16
TXN-16402,25/05/2026 17:26,Store 2,107,Completed,Credit Card,5.33
TXN-16403,15/05/2026 8:31,Store 3,102,Completed,Mobile App,20.71
TXN-16404,24/05/2026 21:41,Store 3,102,Completed,Mobile App,5.91
TXN-16405,13/05/2026 11:20,Store 1,101,Completed,Cash,44.81
TXN-16406,30/05/2026 9:32,Store 6,101,Completed,Mobile App,28.62
TXN-16407,08/05/2026 12:31,Store 1,100,Completed,Credit Card,39.82
TXN-16408,24/05/2026 13:27,Store 1,109,Completed,Mobile App,37.6
TXN-16409,28/05/2026 10:58,Store 5,108,Completed,Cash,32.69
TXN-16410,01/05/2026 8:52,Store 4,108,Completed,Cash,42.39
TXN-16411,08/05/2026 17:43,Store 1,101,Discount applied,Mobile App,31.14
TXN-16412,30/05/2026 12:21,Store 3,110,Completed,Mobile App,18.64
TXN-16413,20/05/2026 19:02,Store 3,110,Completed,Credit Card,25.29
TXN-16414,22/05/2026 18:39,Store 2,106,Discount applied,Mobile App,30.26
TXN-16415,16/05/2026 18:31,Store 6,101,Completed,Cash,44.22
TXN-16416,15/05/2026 18:38,Store 1,108,Completed,Credit Card,16.52
TXN-16417,05/05/2026 21:09,Store 1,110,Completed,Credit Card,22.78
TXN-16418,18/05/2026 8:47,Store 4,108,Completed,Credit Card,41.69
TXN-16419,19/05/2026 15:44,Store 6,101,Completed,Credit Card,38.72
TXN-16420,08/05/2026 7:23,Store 4,110,Completed,Cash,21.99
TXN-16421,11/05/2026 13:35,Store 2,104,Completed,Credit Card,8.76
TXN-16422,22/05/2026 15:27,Store 6,108,Completed,Credit Card,30.56
TXN-16423,03/05/2026 11:54,Store 6,100,Void,Mobile App,8.34
TXN-16424,02/05/2026 9:26,Store 3,106,Completed,Cash,5.26
TXN-16425,05/05/2026 17:55,Store 1,105,Completed,Credit Card,5.68
TXN-16426,04/05/2026 9:53,Store 6,104,Completed,Mobile App,15.81
TXN-16427,07/05/2026 12:28,Store 1,110,Completed,Cash,6.18
TXN-16428,07/05/2026 17:02,Store 6,101,Completed,Cash,20.56
TXN-16429,27/05/2026 11:37,Store 6,104,Completed,Mobile App,37.98
TXN-16430,02/05/2026 12:31,Store 1,110,Completed,Mobile App,8.5
TXN-16431,03/05/2026 15:17,Store 2,100,Completed,Cash,20.75
TXN-16432,27/05/2026 16:41,Store 3,100,Completed,Mobile App,25.45
TXN-16433,29/05/2026 9:31,Store 3,109,Completed,Credit Card,40.37
TXN-16434,28/05/2026 8:20,Store 5,108,Completed,Credit Card,17.84
TXN-16435,23/05/2026 16:53,Store 5,109,Completed,Cash,22.52
TXN-16436,10/05/2026 11:54,Store 2,104,Completed,Credit Card,33.03
TXN-16437,11/05/2026 12:29,Store 3,110,Refund,Cash,23.56
TXN-16438,08/05/2026 19:30,Store 3,103,Completed,Cash,37.5
TXN-16439,14/05/2026 21:32,Store 2,109,Completed,Credit Card,32.74
TXN-16440,06/05/2026 17:26,Store 6,101,Completed,Credit Card,16.69
TXN-16441,10/05/2026 17:39,Store 1,110,Refund,Mobile App,24.81
TXN-16442,24/05/2026 9:54,Store 3,108,Completed,Mobile App,14.19
TXN-16443,08/05/2026 7:11,Store 5,109,Completed,Credit Card,27.67
TXN-16444,08/05/2026 18:45,Store 6,104,Completed,Credit Card,29.37
TXN-16445,20/05/2026 7:07,Store 2,110,Completed,Cash,44.1
TXN-16446,24/05/2026 21:57,Store 5,101,Completed,Mobile App,44.01
TXN-16447,06/05/2026 12:44,Store 3,101,Completed,Cash,28.86
TXN-16448,13/05/2026 15:08,Store 1,106,Completed,Mobile App,31.36
TXN-16449,03/05/2026 11:38,Store 1,108,Completed,Mobile App,39.29
TXN-16450,13/05/2026 9:36,Store 1,105,Completed,Credit Card,20.53
TXN-16451,12/05/2026 7:51,Store 3,105,Completed,Credit Card,22.54
TXN-16452,27/05/2026 15:07,Store 4,105,Void,Mobile App,27.16
TXN-16453,16/05/2026 21:33,Store 3,103,Completed,Credit Card,39.97
TXN-16454,28/05/2026 18:30,Store 2,110,Completed,Credit Card,22.59
TXN-16455,01/05/2026 20:45,Store 3,108,Completed,Mobile App,29.77
TXN-16456,18/05/2026 9:50,Store 6,102,Completed,Credit Card,15.21
TXN-16457,07/05/2026 11:42,Store 6,102,Completed,Cash,33.59
TXN-16458,14/05/2026 9:12,Store 3,108,Completed,Mobile App,6.54
TXN-16459,10/05/2026 13:35,Store 2,105,Void,Cash,17.01
TXN-16460,23/05/2026 20:34,Store 3,103,Completed,Mobile App,15.93
TXN-16461,28/05/2026 18:04,Store 6,110,Completed,Credit Card,33.97
TXN-16462,18/05/2026 14:55,Store 4,105,Completed,Credit Card,29.63
TXN-16463,27/05/2026 9:17,Store 6,106,Void,Credit Card,16.94
TXN-16464,21/05/2026 8:42,Store 3,106,Refund,Mobile App,20.24
TXN-16465,09/05/2026 7:36,Store 3,108,Completed,Mobile App,33.84
TXN-16466,15/05/2026 8:03,Store 5,109,Completed,Credit Card,42.99
TXN-16467,23/05/2026 14:07,Store 5,102,Completed,Credit Card,23.29
TXN-16468,16/05/2026 19:06,Store 3,103,Completed,Mobile App,35.19
TXN-16469,05/05/2026 15:09,Store 5,100,Completed,Cash,6.56
TXN-16470,03/05/2026 15:13,Store 5,101,Completed,Credit Card,18.96
TXN-16471,01/05/2026 12:09,Store 2,107,Refund,Cash,40.11
TXN-16472,19/05/2026 19:15,Store 6,109,Completed,Credit Card,36.43
TXN-16473,10/05/2026 14:08,Store 2,108,Completed,Mobile App,18.01
TXN-16474,19/05/2026 15:12,Store 5,100,Completed,Mobile App,5.75
TXN-16475,15/05/2026 14:47,Store 6,106,Completed,Credit Card,31.54
TXN-16476,22/05/2026 16:53,Store 3,100,Completed,Credit Card,34.16
TXN-16477,17/05/2026 11:45,Store 4,110,Completed,Credit Card,26.57
TXN-16478,27/05/2026 17:41,Store 5,110,Void,Credit Card,9.98
TXN-16479,17/05/2026 19:15,Store 3,106,Completed,Cash,38.32
TXN-16480,22/05/2026 14:29,Store 2,100,Completed,Credit Card,10.55
TXN-16481,10/05/2026 18:34,Store 5,106,Completed,Mobile App,13.07
TXN-16482,13/05/2026 11:23,Store 4,108,Completed,Cash,35.01
TXN-16483,14/05/2026 17:36,Store 3,100,Completed,Credit Card,36.14
TXN-16484,24/05/2026 20:13,Store 6,110,Completed,Credit Card,21.55
TXN-16485,09/05/2026 15:07,Store 3,109,Completed,Mobile App,20.2
TXN-16486,07/05/2026 11:36,Store 5,104,Completed,Mobile App,18.35
TXN-16487,10/05/2026 11:08,Store 2,104,Completed,Cash,40.24
TXN-16488,15/05/2026 16:26,Store 2,100,Void,Credit Card,17.92
TXN-16489,13/05/2026 11:44,Store 4,100,Completed,Mobile App,30.64
TXN-16490,06/05/2026 17:18,Store 6,105,Completed,Credit Card,41.24
TXN-16491,23/05/2026 21:43,Store 3,103,Completed,Mobile App,21.48
TXN-16492,23/05/2026 9:42,Store 1,110,Completed,Cash,34.42
TXN-16493,28/05/2026 8:27,Store 2,104,Completed,Cash,30.76
TXN-16494,04/05/2026 8:04,Store 5,100,Completed,Mobile App,19
TXN-16495,23/05/2026 11:36,Store 4,100,Completed,Credit Card,9.6
TXN-16496,14/05/2026 21:16,Store 5,101,Completed,Credit Card,37.12
TXN-16497,06/05/2026 20:04,Store 4,108,Completed,Mobile App,23.76
TXN-16498,13/05/2026 10:48,Store 5,105,Completed,Credit Card,36.97
TXN-16499,24/05/2026 17:35,Store 3,103,Completed,Cash,38.88
TXN-16500,14/05/2026 19:57,Store 1,102,Refund,Mobile App,9.71
TXN-16501,20/05/2026 13:28,Store 4,101,Completed,Mobile App,32.28
TXN-16502,10/05/2026 19:44,Store 3,103,Completed,Mobile App,29.07
TXN-16503,27/05/2026 20:43,Store 3,106,Completed,Credit Card,40.03
TXN-16504,02/05/2026 13:56,Store 5,108,Completed,Mobile App,6.97
TXN-16505,09/05/2026 20:09,Store 5,100,Completed,Mobile App,36.94
TXN-16506,20/05/2026 14:03,Store 4,109,Completed,Credit Card,34.04
TXN-16507,07/05/2026 16:46,Store 4,109,Completed,Cash,39.7
TXN-16508,16/05/2026 15:16,Store 6,109,Completed,Credit Card,26.62
TXN-16509,07/05/2026 11:52,Store 5,109,Completed,Cash,38.86
TXN-16510,16/05/2026 14:26,Store 1,101,Completed,Mobile App,10.38
TXN-16511,26/05/2026 19:23,Store 4,109,Completed,Credit Card,21.81
TXN-16512,10/05/2026 15:28,Store 2,107,Completed,Credit Card,23.31
TXN-16513,16/05/2026 11:31,Store 2,107,Completed,Cash,16.09
TXN-16514,10/05/2026 11:14,Store 1,105,Completed,Credit Card,31.79
TXN-16515,07/05/2026 19:00,Store 3,110,Completed,Cash,35.75
TXN-16516,15/05/2026 19:45,Store 2,104,Void,Credit Card,24.66
TXN-16517,01/05/2026 9:18,Store 6,108,Completed,Credit Card,22.52
TXN-16518,01/05/2026 8:06,Store 2,104,Completed,Credit Card,30.34
TXN-16519,22/05/2026 14:20,Store 4,101,Completed,Credit Card,13.72
TXN-16520,01/05/2026 16:19,Store 5,104,Void,Credit Card,32.47
TXN-16521,25/05/2026 17:18,Store 1,109,Completed,Credit Card,19.26
TXN-16522,20/05/2026 19:38,Store 2,108,Completed,Mobile App,33.15
TXN-16523,20/05/2026 12:55,Store 3,104,Completed,Credit Card,19.77
TXN-16524,01/05/2026 11:14,Store 2,101,Completed,Credit Card,21.63
TXN-16525,12/05/2026 16:51,Store 4,110,Completed,Credit Card,17.43
TXN-16526,01/05/2026 13:24,Store 3,101,Completed,Credit Card,16.52
TXN-16527,26/05/2026 15:56,Store 2,102,Completed,Mobile App,41.54
TXN-16528,28/05/2026 21:54,Store 5,109,Completed,Cash,43.51
TXN-16529,07/05/2026 8:08,Store 2,106,Completed,Mobile App,21.9
TXN-16530,09/05/2026 17:48,Store 3,101,Completed,Credit Card,29.15
TXN-16531,16/05/2026 18:19,Store 3,103,Completed,Mobile App,32.38
TXN-16532,04/05/2026 14:04,Store 1,106,Completed,Credit Card,43.16
TXN-16533,06/05/2026 16:03,Store 5,105,Completed,Credit Card,27.91
TXN-16534,19/05/2026 11:11,Store 4,106,Completed,Credit Card,40.49
TXN-16535,02/05/2026 18:52,Store 5,100,Refund,Mobile App,11.33
TXN-16536,13/05/2026 8:46,Store 4,100,Completed,Cash,23.39
TXN-16537,30/05/2026 13:20,Store 5,100,Completed,Mobile App,12.04
TXN-16538,16/05/2026 21:08,Store 6,100,Completed,Credit Card,5.34
TXN-16539,20/05/2026 21:28,Store 4,104,Completed,Credit Card,38.79
TXN-16540,08/05/2026 16:43,Store 3,103,Completed,Cash,12.59
TXN-16541,11/05/2026 12:22,Store 2,106,Discount applied,Credit Card,6.47
TXN-16542,16/05/2026 10:29,Store 6,102,Completed,Credit Card,13.9
TXN-16543,28/05/2026 19:40,Store 3,100,Completed,Credit Card,29.58
TXN-16544,07/05/2026 8:36,Store 4,104,Completed,Cash,35.67
TXN-16545,22/05/2026 10:00,Store 1,110,Completed,Cash,12.82
TXN-16546,29/05/2026 15:40,Store 3,110,Void,Mobile App,21.36
TXN-16547,10/05/2026 19:01,Store 3,103,Completed,Cash,33.13
TXN-16548,24/05/2026 11:54,Store 4,110,Completed,Credit Card,26.54
TXN-16549,01/05/2026 19:52,Store 3,103,Completed,Credit Card,36.93
TXN-16550,04/05/2026 17:13,Store 5,109,Completed,Credit Card,40.96
TXN-16551,02/05/2026 17:01,Store 4,108,Completed,Credit Card,5.38
TXN-16552,17/05/2026 21:49,Store 6,105,Completed,Mobile App,43.43
TXN-16553,01/05/2026 19:43,Store 3,103,Completed,Mobile App,7.56
TXN-16554,05/05/2026 12:47,Store 1,100,Completed,Credit Card,11.96
TXN-16555,11/05/2026 13:19,Store 4,110,Completed,Cash,38.56
TXN-16556,05/05/2026 19:32,Store 2,100,Completed,Credit Card,38.03
TXN-16557,15/05/2026 14:20,Store 1,101,Completed,Cash,35.83
TXN-16558,19/05/2026 8:00,Store 5,110,Completed,Mobile App,28.69
TXN-16559,22/05/2026 17:10,Store 6,105,Completed,Cash,16.37
TXN-16560,20/05/2026 9:23,Store 5,110,Completed,Credit Card,21.35
TXN-16561,21/05/2026 14:46,Store 2,107,Discount applied,Cash,37.73
TXN-16562,23/05/2026 13:33,Store 6,102,Completed,Credit Card,25.66
TXN-16563,27/05/2026 17:40,Store 3,103,Completed,Cash,28.82
TXN-16564,29/05/2026 19:20,Store 5,106,Completed,Cash,32.99
TXN-16565,03/05/2026 11:59,Store 2,104,Completed,Credit Card,34.56
TXN-16566,16/05/2026 9:29,Store 2,102,Completed,Credit Card,21.63
TXN-16567,21/05/2026 9:55,Store 4,109,Completed,Credit Card,40.89
TXN-16568,13/05/2026 19:41,Store 4,104,Completed,Credit Card,38.83
TXN-16569,13/05/2026 21:33,Store 3,103,Completed,Mobile App,7.68
TXN-16570,06/05/2026 7:33,Store 3,101,Completed,Cash,17.25
TXN-16571,25/05/2026 12:49,Store 1,106,Completed,Cash,36.53
TXN-16572,08/05/2026 20:08,Store 6,102,Completed,Cash,19.37
TXN-16573,07/05/2026 15:43,Store 1,104,Completed,Credit Card,25.76
TXN-16574,21/05/2026 7:16,Store 2,109,Completed,Credit Card,40
TXN-16575,01/05/2026 13:18,Store 2,107,Completed,Credit Card,33.84
TXN-16576,10/05/2026 7:16,Store 2,102,Completed,Mobile App,31.94
TXN-16577,07/05/2026 16:38,Store 2,104,Completed,Cash,38.98
TXN-16578,16/05/2026 13:29,Store 1,104,Completed,Credit Card,6
TXN-16579,09/05/2026 7:56,Store 1,110,Discount applied,Credit Card,7.07
TXN-16580,13/05/2026 15:15,Store 3,101,Void,Cash,10.4
TXN-16581,04/05/2026 20:49,Store 3,103,Completed,Mobile App,13.25
TXN-16582,28/05/2026 7:03,Store 1,106,Completed,Cash,8.51
TXN-16583,21/05/2026 9:11,Store 2,108,Completed,Credit Card,6.17
TXN-16584,08/05/2026 14:43,Store 5,108,Completed,Credit Card,19.51
TXN-16585,09/05/2026 21:34,Store 1,104,Completed,Credit Card,10.01
TXN-16586,19/05/2026 11:36,Store 2,106,Refund,Mobile App,22.11
TXN-16587,30/05/2026 8:44,Store 2,110,Void,Credit Card,24.58
TXN-16588,09/05/2026 8:42,Store 3,106,Completed,Credit Card,40.34
TXN-16589,30/05/2026 12:36,Store 2,107,Completed,Cash,28.09
TXN-16590,13/05/2026 9:26,Store 5,104,Void,Credit Card,7.39
TXN-16591,02/05/2026 8:31,Store 3,100,Void,Credit Card,29.5
TXN-16592,05/05/2026 16:41,Store 3,103,Completed,Cash,18.32
TXN-16593,20/05/2026 7:21,Store 4,108,Completed,Cash,11.09
TXN-16594,22/05/2026 15:04,Store 3,104,Completed,Cash,28.72
TXN-16595,20/05/2026 10:00,Store 5,101,Completed,Cash,6.32
TXN-16596,25/05/2026 18:59,Store 2,101,Completed,Credit Card,19.91
TXN-16597,01/05/2026 7:32,Store 2,108,Completed,Cash,27.42
TXN-16598,01/05/2026 8:52,Store 4,104,Completed,Credit Card,30
TXN-16599,30/05/2026 12:28,Store 3,102,Completed,Cash,41.42
TXN-16600,18/05/2026 19:30,Store 6,102,Completed,Credit Card,11.38
TXN-16601,03/05/2026 11:25,Store 2,101,Completed,Mobile App,26.03
TXN-16602,09/05/2026 14:22,Store 2,107,Completed,Mobile App,18.22
TXN-16603,07/05/2026 15:35,Store 2,107,Completed,Credit Card,33.77
TXN-16604,25/05/2026 8:57,Store 6,101,Completed,Credit Card,36.62
TXN-16605,14/05/2026 16:19,Store 6,101,Completed,Mobile App,32.52
TXN-16606,19/05/2026 19:35,Store 6,108,Discount applied,Cash,36.17
TXN-16607,10/05/2026 19:34,Store 5,110,Refund,Mobile App,7.54
TXN-16608,24/05/2026 14:13,Store 6,105,Completed,Cash,42.32
TXN-16609,04/05/2026 13:49,Store 2,107,Refund,Cash,35.89
TXN-16610,16/05/2026 10:24,Store 6,110,Completed,Mobile App,22.59
TXN-16611,24/05/2026 16:26,Store 6,109,Completed,Credit Card,36.28
TXN-16612,15/05/2026 8:09,Store 6,106,Completed,Credit Card,9.33
TXN-16613,01/05/2026 13:33,Store 5,110,Void,Cash,17.12
TXN-16614,19/05/2026 13:16,Store 6,108,Completed,Cash,17.5
TXN-16615,15/05/2026 9:57,Store 2,108,Completed,Cash,30.16
TXN-16616,10/05/2026 16:55,Store 5,104,Completed,Cash,43.03
TXN-16617,11/05/2026 17:27,Store 1,104,Discount applied,Credit Card,29.81
TXN-16618,24/05/2026 12:28,Store 2,102,Completed,Credit Card,26.89
TXN-16619,14/05/2026 10:50,Store 2,107,Completed,Cash,13.61
TXN-16620,23/05/2026 21:44,Store 5,105,Completed,Credit Card,31.27
TXN-16621,08/05/2026 20:49,Store 3,103,Completed,Credit Card,37.1
TXN-16622,11/05/2026 19:28,Store 4,106,Completed,Credit Card,10.29
TXN-16623,14/05/2026 7:40,Store 2,108,Void,Credit Card,27.88
TXN-16624,10/05/2026 15:00,Store 5,109,Completed,Mobile App,40.3
TXN-16625,11/05/2026 16:40,Store 2,108,Completed,Credit Card,13.68
TXN-16626,05/05/2026 21:39,Store 4,101,Completed,Credit Card,43.14
TXN-16627,24/05/2026 7:37,Store 5,101,Completed,Credit Card,23.01
TXN-16628,05/05/2026 13:35,Store 2,110,Completed,Credit Card,16
TXN-16629,28/05/2026 13:47,Store 4,105,Completed,Credit Card,28.83
TXN-16630,09/05/2026 8:34,Store 2,101,Completed,Cash,11.44
TXN-16631,25/05/2026 21:51,Store 6,110,Completed,Mobile App,40.54
TXN-16632,13/05/2026 19:48,Store 5,105,Refund,Credit Card,17.58
TXN-16633,16/05/2026 18:23,Store 1,108,Completed,Mobile App,44.57
TXN-16634,20/05/2026 9:12,Store 1,110,Completed,Mobile App,30.38
TXN-16635,28/05/2026 13:50,Store 3,110,Completed,Credit Card,25.67
TXN-16636,20/05/2026 15:47,Store 2,106,Completed,Cash,11.54
TXN-16637,26/05/2026 8:11,Store 3,104,Completed,Cash,37.61
TXN-16638,21/05/2026 15:49,Store 1,106,Completed,Credit Card,27.79
TXN-16639,27/05/2026 15:01,Store 2,110,Completed,Credit Card,21.57
TXN-16640,07/05/2026 14:20,Store 4,106,Completed,Credit Card,16.13
TXN-16641,21/05/2026 11:48,Store 3,100,Completed,Mobile App,23.56
TXN-16642,08/05/2026 15:16,Store 2,107,Completed,Cash,32.86
TXN-16643,28/05/2026 10:59,Store 2,104,Completed,Mobile App,8
TXN-16644,19/05/2026 21:24,Store 1,102,Completed,Mobile App,9.5
TXN-16645,08/05/2026 7:16,Store 5,100,Completed,Mobile App,41.1
TXN-16646,06/05/2026 15:22,Store 2,102,Completed,Mobile App,41.91
TXN-16647,22/05/2026 11:51,Store 2,107,Completed,Credit Card,37.21
TXN-16648,19/05/2026 10:39,Store 6,106,Completed,Credit Card,44.83
TXN-16649,06/05/2026 14:01,Store 5,108,Completed,Credit Card,31.68
TXN-16650,27/05/2026 20:19,Store 5,102,Completed,Cash,18.74
TXN-16651,13/05/2026 17:36,Store 2,107,Completed,Cash,33.79
TXN-16652,01/05/2026 14:03,Store 4,100,Completed,Mobile App,41.77
TXN-16653,28/05/2026 18:20,Store 6,101,Completed,Cash,12.09
TXN-16654,15/05/2026 14:46,Store 1,104,Completed,Credit Card,35.21
TXN-16655,11/05/2026 13:24,Store 1,106,Completed,Credit Card,22.74
TXN-16656,15/05/2026 23:28,Store 3,103,Refund,Cash,39.76
TXN-16657,30/05/2026 10:28,Store 3,109,Completed,Credit Card,15.97
TXN-16658,28/05/2026 8:51,Store 4,106,Completed,Cash,38.57
TXN-16659,07/05/2026 16:05,Store 3,110,Completed,Cash,13.18
TXN-16660,26/05/2026 18:31,Store 3,103,Completed,Credit Card,33.58
TXN-16661,11/05/2026 18:22,Store 6,104,Completed,Mobile App,40.48
TXN-16662,26/05/2026 21:27,Store 3,103,Completed,Mobile App,29.7
TXN-16663,06/05/2026 16:47,Store 1,109,Completed,Cash,13.64
TXN-16664,24/05/2026 16:41,Store 5,110,Completed,Credit Card,41.9
TXN-16665,01/05/2026 10:20,Store 1,106,Completed,Credit Card,11.74
TXN-16666,05/05/2026 14:43,Store 1,108,Completed,Cash,33.22
TXN-16667,19/05/2026 12:56,Store 5,105,Completed,Credit Card,13.88
TXN-16668,23/05/2026 16:51,Store 4,104,Completed,Credit Card,16.45
TXN-16669,13/05/2026 19:56,Store 2,110,Completed,Credit Card,24.94
TXN-16670,22/05/2026 19:35,Store 3,105,Refund,Credit Card,21.06
TXN-16671,04/05/2026 19:00,Store 3,105,Completed,Credit Card,30.55
TXN-16672,04/05/2026 9:37,Store 1,102,Completed,Mobile App,12.68
TXN-16673,05/05/2026 8:20,Store 3,109,Completed,Credit Card,15.42
TXN-16674,05/05/2026 13:52,Store 5,105,Refund,Cash,15.86
TXN-16675,11/05/2026 10:25,Store 1,102,Void,Cash,5.64
TXN-16676,02/05/2026 12:17,Store 5,100,Completed,Cash,10.76
TXN-16677,12/05/2026 21:07,Store 4,106,Completed,Cash,7.23
TXN-16678,13/05/2026 9:50,Store 6,109,Completed,Mobile App,18.34
TXN-16679,18/05/2026 14:48,Store 5,109,Completed,Credit Card,25.17
TXN-16680,02/05/2026 19:42,Store 3,103,Completed,Cash,23.79
TXN-16681,27/05/2026 15:52,Store 6,109,Refund,Credit Card,8.22
TXN-16682,02/05/2026 11:38,Store 3,102,Completed,Credit Card,11.19
TXN-16683,11/05/2026 9:07,Store 4,100,Discount applied,Mobile App,10.74
TXN-16684,30/05/2026 9:35,Store 4,106,Completed,Credit Card,6.26
TXN-16685,19/05/2026 21:43,Store 5,104,Completed,Credit Card,38.7
TXN-16686,07/05/2026 19:30,Store 2,101,Completed,Cash,24.95
TXN-16687,06/05/2026 19:18,Store 5,110,Completed,Credit Card,24.5
TXN-16688,07/05/2026 12:34,Store 3,108,Completed,Cash,39.95
TXN-16689,27/05/2026 10:44,Store 5,105,Discount applied,Mobile App,19.38
TXN-16690,30/05/2026 16:02,Store 2,107,Completed,Mobile App,23.02
TXN-16691,24/05/2026 19:39,Store 3,103,Completed,Cash,39.17
TXN-16692,12/05/2026 11:35,Store 4,101,Completed,Credit Card,39.08
TXN-16693,05/05/2026 7:23,Store 5,106,Completed,Credit Card,21.3
TXN-16694,30/05/2026 14:13,Store 3,101,Completed,Mobile App,38.67
TXN-16695,28/05/2026 8:23,Store 3,108,Completed,Cash,38.6
TXN-16696,22/05/2026 19:45,Store 4,100,Completed,Mobile App,36.98
TXN-16697,21/05/2026 14:12,Store 2,107,Completed,Mobile App,24.36
TXN-16698,29/05/2026 8:11,Store 2,109,Completed,Cash,17.88
TXN-16699,25/05/2026 16:13,Store 5,108,Completed,Mobile App,26.74
TXN-16700,07/05/2026 20:37,Store 6,110,Completed,Mobile App,30.08
TXN-16701,12/05/2026 9:18,Store 2,105,Completed,Mobile App,26.64
TXN-16702,07/05/2026 8:18,Store 1,101,Completed,Credit Card,12.4
TXN-16703,12/05/2026 19:25,Store 5,108,Completed,Credit Card,16.84
TXN-16704,09/05/2026 18:52,Store 3,103,Completed,Mobile App,37.63
TXN-16705,01/05/2026 20:50,Store 3,102,Completed,Mobile App,39.61
TXN-16706,15/05/2026 20:51,Store 3,103,Completed,Cash,32.91
TXN-16707,07/05/2026 12:39,Store 6,104,Completed,Cash,8.39
TXN-16708,17/05/2026 8:36,Store 1,109,Completed,Cash,21.54
TXN-16709,25/05/2026 17:58,Store 2,107,Completed,Mobile App,20.43
TXN-16710,08/05/2026 16:20,Store 4,106,Completed,Cash,28.6
TXN-16711,27/05/2026 9:50,Store 2,107,Completed,Cash,16.52
TXN-16712,30/05/2026 18:12,Store 3,101,Completed,Credit Card,31.34
TXN-16713,01/05/2026 7:06,Store 6,100,Completed,Cash,42.53
TXN-16714,18/05/2026 12:21,Store 4,104,Completed,Credit Card,28.54
TXN-16715,01/05/2026 7:57,Store 4,101,Completed,Mobile App,33.09
TXN-16716,09/05/2026 11:04,Store 1,101,Completed,Cash,11.42
TXN-16717,27/05/2026 13:01,Store 2,100,Discount applied,Credit Card,9.63
TXN-16718,19/05/2026 18:19,Store 4,110,Completed,Credit Card,12.37
TXN-16719,04/05/2026 14:43,Store 3,110,Refund,Mobile App,23.97
TXN-16720,02/05/2026 13:23,Store 2,105,Completed,Credit Card,39.9
TXN-16721,30/05/2026 8:42,Store 6,108,Completed,Credit Card,25.25
TXN-16722,11/05/2026 9:13,Store 5,105,Refund,Credit Card,10.59
TXN-16723,13/05/2026 8:42,Store 4,101,Completed,Credit Card,35.92
TXN-16724,11/05/2026 17:38,Store 6,109,Completed,Mobile App,14.22
TXN-16725,27/05/2026 11:14,Store 6,105,Completed,Cash,29.93
TXN-16726,03/05/2026 11:09,Store 2,107,Completed,Credit Card,7.28
TXN-16727,16/05/2026 20:53,Store 1,108,Completed,Cash,13.82
TXN-16728,08/05/2026 13:38,Store 2,101,Refund,Credit Card,15.5
TXN-16729,17/05/2026 15:22,Store 6,109,Void,Credit Card,8.75
TXN-16730,08/05/2026 13:19,Store 3,102,Completed,Cash,39.87
TXN-16731,30/05/2026 17:37,Store 2,106,Completed,Credit Card,32.95
TXN-16732,19/05/2026 17:50,Store 5,100,Refund,Mobile App,23.83
TXN-16733,28/05/2026 11:49,Store 2,106,Completed,Credit Card,20.14
TXN-16734,27/05/2026 19:30,Store 5,104,Refund,Credit Card,16.67
TXN-16735,18/05/2026 19:47,Store 5,108,Completed,Cash,27.6
TXN-16736,21/05/2026 12:32,Store 2,107,Completed,Mobile App,37.13
TXN-16737,03/05/2026 11:13,Store 4,104,Completed,Credit Card,42.53
TXN-16738,08/05/2026 21:16,Store 1,101,Completed,Mobile App,39.93
TXN-16739,21/05/2026 10:16,Store 2,101,Refund,Credit Card,8.43
TXN-16740,01/05/2026 15:06,Store 2,109,Completed,Cash,6.79
TXN-16741,15/05/2026 14:38,Store 1,106,Completed,Credit Card,24.8
TXN-16742,21/05/2026 8:49,Store 3,104,Completed,Mobile App,6.24
TXN-16743,24/05/2026 7:33,Store 1,100,Completed,Credit Card,41.84
TXN-16744,08/05/2026 10:30,Store 5,108,Completed,Credit Card,11.25
TXN-16745,12/05/2026 18:50,Store 6,100,Void,Credit Card,18.2
TXN-16746,03/05/2026 11:58,Store 2,100,Completed,Credit Card,5.42
TXN-16747,24/05/2026 16:02,Store 2,105,Completed,Mobile App,14.06
TXN-16748,19/05/2026 17:43,Store 2,107,Completed,Cash,34.52
TXN-16749,25/05/2026 17:12,Store 2,107,Completed,Cash,38.03
TXN-16750,04/05/2026 8:20,Store 6,101,Completed,Credit Card,12.55
TXN-16751,22/05/2026 15:22,Store 1,104,Completed,Credit Card,27.41
TXN-16752,09/05/2026 20:48,Store 4,105,Completed,Cash,31.52
TXN-16753,25/05/2026 10:49,Store 1,110,Completed,Cash,27.75
TXN-16754,11/05/2026 21:53,Store 6,101,Completed,Credit Card,37.03
TXN-16755,24/05/2026 11:41,Store 6,109,Completed,Credit Card,10.19
TXN-16756,04/05/2026 21:12,Store 3,103,Completed,Credit Card,29.64
TXN-16757,05/05/2026 16:32,Store 6,102,Completed,Cash,10.78
TXN-16758,11/05/2026 7:47,Store 2,101,Completed,Cash,16.93
TXN-16759,22/05/2026 10:17,Store 2,104,Completed,Credit Card,39.59
TXN-16760,22/05/2026 16:11,Store 2,105,Completed,Cash,13.2
TXN-16761,26/05/2026 20:47,Store 3,103,Completed,Cash,10.11
